mean,range,outliers,asymmetry,pulsar
128.34375,46.15859845,-0.049487341,0.130211339,0
89.4453125,36.53675559,0.895555863,3.164132145,0
110.0625,41.78960509,0.314973781,0.949607938,0
98.5234375,46.92896308,0.296745946,0.341512169,0
131.4765625,55.99497255,0.064627218,-0.596634779,0
95.6796875,40.81665055,0.534375121,1.450842937,0
109.3359375,47.86100927,0.238169773,0.266654812,0
112.5390625,47.18711131,0.129595466,-0.126275519,0
114.828125,49.34573648,0.135934885,-0.313794504,0
126.1015625,50.90245571,-0.126128261,-0.524239396,0
126.2421875,49.2720043,0.088329184,-0.147103385,0
117.2421875,52.80221736,0.217252967,-0.367926062,0
134.8046875,47.98210255,-0.218267353,0.014367744,0
118.9375,49.80755935,0.394053112,0.036605939,0
130.21875,45.73957147,-0.00273831,0.29734548,0
103.03125,35.7580711,0.403119745,1.648295446,0
96.3125,41.47848652,0.566614165,1.158834437,0
110.2890625,48.79103279,0.207246515,-0.188130235,0
118.140625,58.5621644,0.148266465,-0.804809152,0
69.2109375,35.25723604,1.093096134,4.435121802,1
120.03125,55.15148705,-0.121200047,-0.361874096,0
144.75,42.04276097,-0.080527561,0.646575786,0
119.984375,45.06384089,0.182795197,0.128979534,0
126.5546875,45.01333285,0.380317761,0.308553175,1
126.5546875,53.52055805,0.11648633,-0.27756295,0
130.2265625,36.63805545,-0.108416941,1.299277285,0
128.2890625,55.26514956,0.069834842,-0.443164315,0
139.140625,43.63838161,-0.247884078,0.098468574,0
128.984375,52.18102271,0.173898954,-0.429864195,1
95.0078125,37.6525016,0.315869601,1.802161665,0
95.2890625,47.04006808,0.411826466,0.50311606,0
105.3125,41.73423168,0.842887995,1.583587725,1
79.0703125,43.38385781,1.584939782,3.885098004,1
131.7734375,46.85803274,-0.077511417,0.272260622,0
131.9609375,44.18027741,0.192329365,0.406702378,0
110.7890625,46.24217034,0.154800624,0.017427097,0
118.8046875,46.7792453,0.282037699,0.117742368,0
128.8125,45.60457591,-0.021829744,0.367626019,0
112.5859375,37.17537141,0.084456105,1.379678654,0
132.6640625,56.39374374,-0.153433889,-0.682348594,0
103.0078125,48.70614952,0.238332347,-0.010529437,0
117.2890625,43.42039274,0.078452945,0.533665705,0
147.7109375,55.93301691,-0.419232164,-0.493051215,0
115.4609375,58.18490224,0.331789895,-0.478993736,0
116.234375,50.75346115,0.342410251,0.091198089,0
101.6328125,42.31187612,0.667673695,1.086732511,0
93.2734375,34.48770497,0.733140039,3.108239721,0
133.2734375,48.00857912,0.022502268,-0.123905232,0
139.890625,38.53675891,-0.065194501,1.335937209,0
122.4296875,52.13948893,0.295059112,0.013024589,0
139.78125,66.88947711,-0.280868669,-1.169241732,0
124.8671875,49.24529976,0.04565894,-0.160817322,0
121.7265625,45.79859353,0.395521947,0.469878693,0
96.8984375,47.00479361,0.495675632,0.529467661,0
109.6796875,46.94060968,0.300662823,-0.00894943,0
97.4140625,43.65749638,0.456108308,0.823766476,0
128.890625,52.09595029,0.090649498,-0.147498257,0
107.625,37.77668759,0.436000412,1.73132566,0
76.5703125,39.10596254,0.807330789,2.174818818,0
145.8359375,50.62419403,-0.181519541,-0.029142406,0
140.4296875,47.06406598,-0.048904984,0.499820383,0
101.2890625,39.74727828,0.668382061,1.695142493,0
138.8046875,47.95620701,0.052261198,0.144511739,0
121.8671875,50.26156134,0.101663708,-0.08782148,0
86.5625,33.18290929,0.803473542,4.018279676,0
60.296875,46.44508844,2.07886629,4.677566913,1
120.7265625,36.47317397,0.110689295,1.223632929,0
109.4453125,45.58436694,0.258934957,0.324588769,0
105.8515625,30.57549311,0.595646138,3.899363677,0
119.8046875,44.39208449,0.20889498,0.820881228,0
123.7109375,49.39717103,0.028392948,-0.274334322,0
121.1015625,51.76944681,-0.032284824,-0.33796855,0
123.828125,49.61289358,0.225556765,-0.067658364,0
108.9140625,51.42379485,0.108284036,-0.212734338,0
128.6328125,43.82027768,0.173075914,0.175957503,0
61.671875,36.37545304,2.265220701,8.709980861,1
128.2578125,41.2530768,-0.225800599,0.485866888,0
142.2890625,49.05611461,-0.111128087,-0.096114076,0
151.609375,50.19528028,-0.352966276,-0.26863383,0
141.1953125,41.90652891,0.042272873,0.392180358,0
110.0234375,41.40830699,0.340431133,0.603376608,0
133.0703125,56.08993665,-0.31269993,-0.405669597,0
100.9765625,43.2256913,0.302312855,0.515795646,0
130.3046875,53.43622931,-0.191159541,-0.565564884,0
115.0859375,50.8593384,0.129922059,-0.15021642,0
79.9375,35.63327755,1.076262683,3.581447394,0
127.8046875,53.55838791,0.119318565,-0.360250434,0
114.5859375,59.537085,0.346220816,-0.705472728,1
108.90625,48.72650676,-0.005444107,0.279033174,0
114.5546875,50.90490653,0.269434624,-0.261158229,0
127.921875,55.65246645,-0.157853185,-0.698161438,0
144.0859375,49.2923402,-0.065190361,-0.180708288,0
114.1640625,50.97407082,0.00336734,-0.312988521,0
115.890625,50.11459281,0.323824914,0.130624868,0
87.53125,38.65066653,0.450477233,1.557485679,0
130.78125,47.61613065,0.001044529,-0.114471999,0
118.0390625,36.17630491,0.373326109,1.711139757,0
125.3671875,49.26583995,-0.032366243,-0.119016489,0
131.40625,52.96924779,0.067051822,-0.366704922,0
109.203125,51.11298138,0.220206067,0.055751965,0
106.5,46.85716327,0.194971812,0.195138691,0
9.7421875,30.26219953,7.088609518,50.95424904,1
102.875,43.57590361,0.680613625,1.188921894,0
95.8828125,48.97346557,0.545903436,0.730957013,0
130.1015625,49.1820343,0.101108121,0.011775402,0
135.078125,43.11713866,0.067585331,0.061427247,0
114.9609375,46.56286113,0.419055129,0.119018599,0
133.4765625,48.63222389,-0.232863347,-0.102144782,0
122.7265625,48.97348052,-0.018332218,0.002608603,0
84.3359375,42.10260483,0.859224743,1.982141691,1
97.8125,38.59540735,0.441153552,1.814031082,0
115.078125,55.9505375,0.228534597,-0.465533862,0
109.6171875,37.00593725,0.375889995,1.35308612,0
114.203125,49.44589205,0.008293758,-0.141872468,0
119.546875,41.53741901,0.132766391,1.049137968,0
124.2109375,50.14972151,0.112007491,0.144351009,0
95.9296875,49.88693209,0.273500764,-0.321400647,0
66.4921875,33.84292672,2.542730429,10.99489305,1
108.125,46.4058186,0.428837305,0.234800176,0
85.796875,39.86625284,0.580524256,1.452630674,0
136.4453125,54.86628755,-0.158676799,-0.588693512,0
150.25,53.49328229,-0.221792439,-0.309404146,0
95.3671875,45.34225249,0.742338219,1.309664351,0
143.7109375,47.21959212,-0.193884989,0.190579156,0
122.8125,39.16327002,0.176057944,0.782359685,0
122.3359375,48.86449333,0.079585207,-0.288818016,0
121.171875,48.48197303,-0.133282211,-0.132767876,0
36.46875,39.27287102,3.736450963,14.9146447,1
111.2109375,44.75639835,0.049738567,0.126347724,0
133.0859375,52.80817694,-0.211585074,-0.295598653,0
137.75,51.56731038,-0.204780636,-0.122476171,0
83.8125,40.59012927,0.611750363,1.617375621,0
121.84375,40.74874183,0.137360862,1.231334637,0
102.59375,52.77849312,0.576817027,0.098896545,0
77.984375,37.42262525,1.06864223,2.953030566,0
60.5234375,41.38122401,2.812397389,8.285401673,1
104.015625,47.70727545,0.10396473,0.553664436,0
126.984375,48.37709691,0.224752702,0.38636732,0
138.34375,56.09066844,0.012559794,-0.286798828,0
98.46875,40.45134761,0.314458878,0.886810107,0
138.3359375,49.13045093,-0.205287269,-0.226105863,0
130.6328125,53.13380384,0.163213636,-0.787813653,0
115.78125,48.15241711,0.170699268,-0.072645839,0
114.484375,44.2146724,0.027884059,0.149187376,0
98.453125,43.74836772,0.55690376,0.545368928,0
132.09375,46.29498446,0.131189038,0.212466386,0
133.1328125,53.14225765,-0.126608942,0.059228296,0
144.125,46.05957419,-0.163717546,-0.234824956,0
93.46875,45.98215304,0.333211478,0.323680061,0
106.234375,47.12657232,0.470331606,0.462411635,0
114.171875,54.38895071,0.309801971,-0.471439018,0
103.5078125,40.05367416,0.493948894,1.442413744,0
120.171875,54.39182346,0.127127492,-0.642442876,0
117.578125,46.88260095,0.091929594,-0.260848326,0
87.671875,41.07084378,0.610609396,1.245056491,0
120.8515625,46.70320015,0.083300036,0.447279133,0
83.0390625,46.09270589,1.674993962,3.460698399,0
144.5546875,49.36832369,-0.134165552,0.003438096,0
41.7734375,30.20948083,3.552223686,20.28308868,1
123.9453125,51.22168556,-0.11719709,-0.289606488,0
139.640625,39.27442202,0.009475872,0.862941112,0
93.734375,45.36165168,0.486719086,0.603970414,0
128.2265625,57.49323531,-0.03705773,-0.429125702,0
135.46875,47.36690853,0.111350814,-0.05506863,0
125.9453125,49.80309801,-0.007521742,-0.221378284,0
139.8359375,48.39643862,-0.056210836,-0.015617372,0
111.3515625,46.17689998,0.501205706,0.413929451,0
142.0859375,45.92895794,-0.152055718,0.061267439,0
55.5078125,51.49848239,2.076188454,4.156706332,1
71.5546875,39.39797119,1.800950705,5.818561928,1
138.3671875,53.7255571,-0.111208573,-0.402939199,0
115.5,50.36864104,-0.002510193,-0.443382402,0
118.765625,42.16957663,0.479493506,0.55925885,0
133.5234375,53.43014786,0.186128622,-0.087891458,0
110.796875,54.8917058,0.245544714,-0.493729967,0
116.5390625,52.28167436,0.075312344,-0.433520599,0
33.328125,42.07862978,3.47873635,12.32436172,1
103.0078125,45.64956464,0.616439043,0.696161157,0
122.6328125,51.64782654,0.127531553,-0.02528834,0
114.921875,54.09260136,0.170221538,-0.610939454,0
147.25,50.59659697,-0.199381208,-0.362322805,0
151.9296875,61.1831502,-0.531144854,-0.571877226,0
139.6640625,47.97301933,-0.058233719,0.123057192,0
29.953125,38.36540177,4.153427856,17.81368022,1
128.2265625,51.86132573,0.125156121,-0.476816314,0
125.0703125,50.57376784,-0.007886563,-0.322090337,0
148.25,44.53018639,-0.213224648,0.052532439,0
126.46875,46.92729375,0.097734271,-0.103949405,0
132.6953125,47.29504443,-0.155516985,-0.044360135,0
139.1953125,51.79361969,-0.240821501,-0.034691034,0
112.5859375,39.1472635,0.018943574,1.566673172,0
91.25,49.0600716,0.435025283,0.063733372,0
174.25,50.65354134,-1.054651289,1.237030944,0
118.09375,48.40768235,0.082877488,-0.011905415,0
133.859375,47.59935897,0.067098112,-0.377985873,0
18.8515625,35.76968205,5.190658282,27.66574162,1
82.7890625,40.26506945,0.740589489,1.871258295,0
115.359375,55.05419693,0.413834909,-0.419988282,0
90.125,42.90341624,0.694570721,1.105027547,0
144.7890625,49.46521068,-0.232265509,-0.29886941,0
101.6171875,42.92801407,0.384308288,0.56078363,0
127.78125,47.14802778,-0.159473969,0.299721713,0
125.609375,49.4465043,0.206675254,-0.087822207,0
133.359375,43.40700087,-0.112716426,0.39648982,0
143.828125,56.15507398,-0.149178996,-0.549918126,0
133.2734375,60.16354207,-0.085433288,-0.730157945,0
126.0625,43.7503125,0.110424485,0.162166454,0
35.15625,30.2377138,4.20347482,24.4866906,1
128.921875,47.81762381,-0.067437794,0.095442447,0
86.234375,36.90835025,1.665532921,5.535417171,1
93.5546875,42.5717792,0.410201346,0.988715347,0
26.578125,31.82363739,5.502086902,31.52984285,1
127.359375,51.18497924,-0.152842304,-0.40646326,0
115.40625,42.79464728,0.168750171,0.402605084,0
127.109375,53.59749213,-0.117206658,-0.580528832,0
124.28125,50.56832283,0.2376565,-0.014235108,0
121.359375,59.79767115,-0.023317526,-0.696880594,0
111.296875,38.7188099,0.414414407,0.929036337,0
118.8671875,49.53429543,0.173596984,-0.213549688,0
45.5390625,29.88020413,4.635340378,26.25011305,1
129.3125,53.04917383,0.073884697,-0.544251364,0
134.1328125,46.1719563,0.008403385,-0.009397683,0
88.25,39.04604653,0.57152249,1.47049275,0
125.0859375,40.09871167,0.011956914,1.011300611,0
119.1875,49.48638544,-0.057378358,-0.273948949,0
87.0625,43.6156419,0.59585834,1.129064733,0
123.53125,53.34878418,0.072077648,-0.071600995,0
58.21875,34.92982642,2.98209687,11.69646282,1
110.1796875,50.86462327,0.480249282,-0.024075919,0
129.7734375,51.47742449,0.024982345,-0.323532742,0
113.96875,45.78651847,0.093161028,0.235490587,0
126.625,42.08158,0.040561635,0.510049159,0
121.203125,41.78167948,0.260014525,0.240895345,0
101.0625,49.96150862,0.214865992,0.050890203,0
107.5546875,45.70708517,0.380769847,0.799653036,0
89.921875,45.41503216,0.445193064,0.295845191,0
130.765625,53.61108275,0.105363965,-0.059957328,0
144.6875,43.27830541,-0.218640807,0.800714947,0
112.140625,49.30402088,0.07840614,-0.116391428,0
53.53125,33.00093216,3.245248456,15.66956787,1
122.578125,51.53785159,0.275434304,-0.422357514,0
115.09375,43.19314136,0.578850344,0.847138712,0
100.7578125,44.0113171,0.51285338,0.484877898,0
128.8828125,52.4126686,-0.066159643,-0.572277978,0
90.984375,37.12668018,1.17655433,4.112162062,0
136.1640625,47.35302547,-0.265456587,0.172375793,0
133.28125,50.09942264,-0.157434458,-0.027823566,0
57.9921875,35.42432429,2.555852081,9.774398141,0
110.1015625,48.708771,0.518679192,0.343425168,0
121.4765625,46.34246919,0.148239193,0.18534396,0
114.40625,45.64527589,0.043662775,0.114669323,0
112.4296875,35.53248593,0.290976003,1.689669757,1
16.5546875,47.36358843,4.062784725,15.06497082,1
120.4765625,49.26474475,0.219906498,-0.056021639,0
17.03125,28.36754789,7.172622696,53.1934326,1
134.3984375,59.97178241,-0.311284144,-0.646057788,0
109.21875,46.88465526,0.311484889,0.417320413,0
130.765625,46.37996678,0.045897633,0.403622871,0
137.21875,45.39065458,0.034985286,0.134409084,0
126.8515625,53.12501321,0.056594489,-0.464809459,0
129.6171875,43.90510383,0.066045936,-0.002689519,0
60.1484375,49.56342052,2.042535958,4.475835277,1
104.75,44.37482394,0.300411845,0.289506104,0
128.5234375,51.30179773,0.047370213,-0.288825261,0
122.9453125,43.36785038,0.19834717,0.713727572,0
81.4921875,51.49150356,1.036647925,0.812341004,0
102.2265625,44.21860024,0.561885505,0.553278062,0
117.1484375,45.19680745,0.031669572,-0.000657034,0
110.5703125,41.14222352,0.307207974,0.863544494,0
146.9921875,50.88751322,-0.138513377,-0.196808404,0
117.3515625,54.76848858,-0.039511256,-0.437704335,0
144.3671875,47.78743152,0.027131368,-0.064177109,0
143.2109375,41.86653876,0.127639263,0.452241526,0
80.953125,38.9504612,0.615277704,1.980699648,0
34.8984375,30.92426228,4.422257175,24.95582131,1
150.296875,57.74964277,-0.313894204,-0.568722134,0
133.890625,41.16472898,-0.152566571,1.179817903,0
106.7421875,42.61991284,0.247116964,0.491630578,0
100.890625,36.56548799,0.247345878,1.463629724,0
98.4375,46.76816993,0.314367637,0.155035971,0
137.9453125,58.24132293,-0.004644844,-0.676629129,0
65.28125,37.85889458,2.192432526,8.421129231,1
135.234375,55.18880723,-0.04827517,-0.459679198,0
115.2265625,47.1648066,0.19240603,0.188177509,0
136.875,42.29638726,0.044292161,0.301780579,0
98.3203125,41.64075032,0.548988838,0.77419789,0
108.453125,48.03235553,0.322747422,0.236921215,0
107.328125,50.88975667,0.21180438,-0.202179714,0
126.578125,41.28173199,0.05621777,0.480638225,0
104.4140625,40.07815165,0.702077603,1.468677058,0
119.6953125,50.25272981,0.067823151,-0.280131031,0
137.7109375,48.45860868,-0.256088017,0.032717944,0
132.671875,60.74113996,-0.315711775,-0.456403982,0
103.765625,42.25304804,0.409956129,0.60943687,0
94.875,50.90585674,0.518829524,0.43763797,0
129.3828125,44.74164047,-0.046138113,-0.041587865,0
121.65625,54.651372,0.018147818,-0.308356422,0
112.640625,40.21110978,0.42626602,1.122110293,0
114.3125,54.75481571,0.221982621,-0.441776201,0
120.78125,42.76003857,0.006859746,0.432321302,0
96.9140625,36.34363496,0.359721403,2.389576242,0
111.4375,52.18383221,0.951840714,0.778610204,0
42.375,37.74523977,3.945916959,17.82768407,1
23.625,29.94865398,5.688038235,35.98717152,1
115.0078125,45.49836812,0.435529938,0.355303103,0
113.6015625,46.29193029,0.006972537,0.09077784,0
96.8359375,45.04525109,0.435910951,0.420905327,0
109.6640625,51.48987724,0.264747653,0.091864414,0
98.6796875,43.20281631,0.548254933,0.889836059,0
111.9375,45.93843536,0.141726406,0.509705808,0
109.78125,45.11286844,0.397323259,0.242666163,0
118.8515625,39.90537437,0.342266367,0.408057349,0
101.0234375,52.06433293,0.295999768,-0.108196744,0
118.40625,50.42807959,0.25745668,0.018602645,0
123.8125,47.03867259,0.158386198,-0.068380432,0
107.0703125,47.72924673,0.546229089,0.430070789,0
102.578125,54.29744604,0.48294604,0.050885346,0
131.9453125,48.76014455,-0.170860079,-0.28680517,0
127.09375,54.60203143,0.004681091,-0.544765641,0
50.9296875,32.59413856,3.647739924,17.38148313,1
92.328125,48.71041813,0.536272047,0.080998528,0
100.4765625,53.20273208,0.802608386,0.633111585,0
130.2734375,51.50738946,-0.235288799,-0.057025028,0
111.59375,53.35295761,0.541594864,0.202988083,0
120.3671875,46.0963446,0.159430073,0.141215338,0
113.6171875,40.97085875,0.409876964,0.852931843,0
111.234375,42.88255844,0.153102655,0.482263526,0
142.890625,47.77015844,-0.129170844,0.17571287,0
117.0546875,51.32194776,0.068318544,-0.298675376,0
111.296875,43.04491829,0.350618713,0.36261467,0
108.0078125,47.98656975,0.322575231,0.013410889,0
114.1171875,44.51713524,0.332225457,0.201607094,0
116.03125,53.26040648,0.124682707,-0.353180454,0
126.6484375,52.38821281,-0.008101777,0.033683263,0
138.2890625,53.97846103,-0.316593621,-0.148235665,0
86.1875,37.35466629,0.528677116,2.476268337,0
133.84375,48.92204218,0.013062815,-0.129623936,0
118.34375,45.72035199,0.283036963,0.158966205,0
147.9765625,40.50240441,-0.149094536,1.01255613,0
82.859375,34.62336061,0.840102835,3.258133863,0
97.5703125,46.83726541,0.299828485,0.056412342,0
130.8359375,53.38199271,0.083238873,-0.49444035,0
112.9375,33.98983074,0.125599543,2.175571826,0
107.015625,43.79996867,0.25038284,0.046503338,0
107.0625,39.65845394,0.508954041,1.378782975,0
122.828125,51.83207703,0.114814009,-0.27445349,0
137.7421875,48.57697598,-0.008902715,-0.175048019,0
130.7109375,50.21285199,0.05999588,-0.104380149,0
129.1328125,51.51507229,0.068042725,-0.435551737,0
86.7421875,44.07083185,0.675622994,1.035307582,0
121.296875,47.69161342,-0.206521597,0.094841221,0
138.0078125,42.76890958,0.011479421,0.69869319,0
116.6640625,48.05144986,0.086960876,-0.374969242,0
129.6171875,47.77439185,0.114308477,0.066342183,0
90.4921875,33.64172356,0.55005666,3.56381368,0
101.4453125,46.86713411,0.614529344,0.680233617,0
108.8046875,49.3740599,0.442786844,0.203601241,0
96.4140625,54.96853181,0.447716066,-0.31881954,0
106.234375,47.10236266,0.506885872,0.48648332,0
145.71875,46.48906752,-0.417461904,0.328215325,0
105.3046875,32.26151892,0.525721633,3.699238409,0
103.1796875,45.17058528,0.305331011,0.310377078,0
126.2578125,45.91844777,0.02902711,0.191783477,0
115.140625,53.13819459,0.41610718,0.061520744,0
119.8984375,53.82550508,0.143378486,-0.528427658,0
122.59375,46.1709523,-0.125916897,-0.079433834,0
96.5625,45.48158109,0.666086745,1.051191206,0
90.375,41.3925567,0.747541743,1.217530004,0
124.5234375,49.51041002,0.055244827,-0.188136126,0
131.8203125,45.89516478,0.037889308,0.169025916,0
130.46875,53.91963602,0.007505103,-0.255226417,0
113.8671875,52.34879582,0.66327693,-0.144302003,0
95.6640625,47.60650516,0.53599405,0.535184976,0
76.8515625,41.49982866,0.744203172,1.464174807,0
133.515625,47.11239625,-0.032404243,0.24284477,0
104.453125,44.04256808,0.576009896,0.855117828,0
74.625,39.60804053,0.801789614,2.142987592,0
72.5859375,39.65663708,1.391329691,4.4203351,0
124.4921875,44.60626289,0.120781548,0.273668563,0
116.6640625,47.33644165,0.472066495,0.371925691,0
127.96875,57.27645916,-0.097130027,-0.638024391,0
101.53125,46.39469553,0.236188637,0.187751809,0
121.34375,52.32268233,-0.002645805,-0.461698221,0
136.78125,49.73522669,-0.095077382,-0.057091845,0
116.7265625,40.74898673,0.014801092,0.254086923,0
118.9140625,41.79302187,0.60986367,1.516888224,0
143.78125,44.78942703,-0.374367801,0.945022725,0
89.9921875,43.76455045,0.506857476,0.71158463,0
129.359375,50.99505711,-0.082759748,-0.115959149,0
133.5859375,47.82430857,0.039311837,0.117526269,0
108.7109375,32.01956246,0.453037759,3.113800272,0
116.1640625,45.18793695,0.22598746,0.208861929,0
121.0625,47.4578349,-0.017319441,-0.008215042,0
146.7578125,45.3656578,-0.080795355,0.328858969,0
135.2734375,41.95583892,-0.111229859,0.462083597,0
114.5078125,48.76089559,0.180322391,-0.205536447,0
137.2265625,50.37580875,0.012381566,-0.092344579,0
118.703125,46.93135935,0.291791003,0.299325133,0
125.3515625,58.85862164,-0.118101458,-0.664227505,0
92.890625,50.00066162,1.409737846,1.964645676,1
137.140625,54.31285736,-0.025515248,-0.342557557,0
128.265625,50.01304273,0.083737987,-0.539029493,0
114.390625,45.15238684,0.246794781,0.577216904,0
90.375,42.65596383,0.600745111,1.020898766,0
134.1484375,44.73098231,-0.004017654,0.350015146,0
139.609375,54.85139503,-0.153129263,-0.249245838,0
109.734375,47.11944337,0.419202188,0.226690494,0
91.9609375,37.30331804,0.518054468,2.106137508,0
96.7109375,40.04297542,0.690636071,2.15323244,0
113.5625,45.02113219,0.141473806,-0.00052033,0
6.4140625,30.92014092,6.187429415,40.10131647,1
136.2265625,53.71237271,0.026672141,-0.364193223,0
121.5234375,46.99068472,0.290263595,-0.157445479,0
79.6640625,41.09768799,0.516972607,1.201769503,0
130.578125,40.95588507,0.178511652,0.390125009,0
97.1015625,46.94125981,0.546027089,0.596783814,0
109.1796875,46.50410493,0.451385397,0.664331342,0
120.2578125,58.63196202,0.36830849,-0.898550474,0
130.984375,49.25348725,0.07792493,-0.178927182,0
120.1953125,50.39005026,0.117917617,-0.067409514,0
116.703125,47.69046671,0.191975195,-0.032394904,0
85.4375,43.2309839,1.218083161,3.110134495,1
87.4375,35.86274834,0.752855077,2.549712659,0
117.1875,50.05446253,0.368678738,-0.262712626,0
152.8203125,49.75870426,-0.353383114,-0.076842481,0
118.078125,55.25842828,0.163825454,-0.381304525,0
112.3984375,40.40137294,0.319984342,0.452656972,0
121.1484375,49.16761667,0.097608249,-0.363356701,0
109.1328125,38.06129331,0.706635986,2.370445167,0
122.375,45.591426,0.24141342,-0.050158237,0
145.4453125,45.82180304,-0.175460476,0.401137946,0
117.875,51.08953538,-0.091319882,-0.268881483,0
126.8125,46.83260583,0.291279121,0.183496247,0
154.8359375,46.13393839,-0.313311753,0.082159219,0
111.109375,53.13106353,0.280252614,-0.222447285,0
52.3359375,34.77500839,2.478374846,10.17917088,1
121.5625,48.56949757,-0.033390986,-0.323513974,0
133.6640625,59.13785237,-0.164198455,-0.55287738,0
84.5390625,40.82793589,1.789563736,4.561213836,1
102.46875,35.34714838,1.118794002,3.86018177,1
133.2578125,56.53279553,-0.047957332,-0.634221422,0
125.8046875,53.8294556,-0.085492855,-0.604316047,0
90.3359375,44.84596507,0.509367856,0.480307341,0
109.4375,41.02205009,0.247756389,0.881520128,0
135.46875,53.604445,0.011668373,-0.369041328,0
110.9453125,50.62628217,0.40869378,-0.135012107,0
106.1171875,46.66463146,0.310722788,0.386882312,0
66.0078125,43.05147647,2.182435889,6.24572824,1
110.8828125,54.79501875,0.434842921,-0.213843634,0
139.203125,49.50321318,0.01479994,-0.194295093,0
95.0546875,34.33163369,0.790437465,3.239652195,0
124.53125,47.09414399,0.060258648,0.105936777,0
137.6796875,49.14422868,0.223497689,-0.148845059,0
25.5546875,35.81109478,4.420381987,20.81807034,1
136.484375,46.74347955,-0.009165332,0.004607327,0
109.5,53.30645482,0.287537807,-0.521528792,0
126.953125,53.26274193,0.065080188,-0.436448406,0
116.890625,48.57279241,0.088910591,0.088698766,0
131.15625,48.78627457,0.125523561,-0.110626991,0
153.1953125,48.99107996,-0.221494569,-0.11413839,0
122.8984375,50.24888678,-0.146261075,-0.083966013,0
109.9140625,39.89909682,0.414876518,1.29704565,0
111.9921875,49.74897865,0.209537199,-0.003349939,0
118.6171875,45.53863763,0.442851588,0.15853158,0
43.9453125,30.20666022,5.186652969,33.78045606,1
96.4296875,38.66981292,0.665348693,1.564022641,0
138.2890625,46.57523355,-0.262935318,0.399336444,0
106.984375,35.00870079,0.192885206,2.362172001,0
117.1328125,41.82167707,0.252565517,0.867394611,0
124.171875,49.9800131,0.00352643,-0.141825046,0
131.46875,41.92775362,-0.098552611,0.858819441,0
123.4453125,52.3199007,0.120329192,-0.398795663,0
66.90625,44.57217418,2.491686945,6.426508686,1
127.703125,58.42427783,-0.096458681,-0.544716348,0
86.265625,42.17791268,0.627673742,1.147077988,0
126.8203125,44.98965742,-0.163268883,0.573886126,0
110.828125,42.7456338,0.376592002,0.404831953,0
87.796875,46.55110756,0.477314372,0.202493385,0
132.15625,49.72917867,0.011548518,-0.096358884,0
121.65625,51.12537248,0.052160701,-0.302724775,0
115.890625,40.43034797,0.387652308,0.958502623,0
129.3046875,45.00912383,0.179742697,0.344964304,0
137.1640625,48.07233764,0.030262903,0.126129917,0
144.9453125,51.91448928,-0.075803219,-0.518092868,0
126.1875,51.76898052,0.046619326,-0.162331753,0
112.3984375,32.5392407,0.500669521,2.741427148,0
109.296875,46.71361542,0.108473921,0.043936063,0
143.25,37.80645613,-0.229588505,1.237165118,0
83.890625,38.12730206,0.418013922,2.101265215,0
144.8359375,49.10921778,-0.397683964,-0.128216356,0
110.8125,51.6414547,0.346588752,-0.090994273,0
